"Local Site Name","State Name","County Name","City Name","CBSA Name","Latitude","Longitude","4th Max Value","4th Max DateTime"
"NEWPORT PARK","Wisconsin","Door","","","45.237","-86.993","0.065","2014-06-01 12:00"
"Eau Claire DOT","Wisconsin","Eau Claire","","Eau Claire, WI","44.761","-91.143","0.061","2014-05-30 11:00"
"FOND DU LAC","Wisconsin","Fond du Lac","","Fond du Lac, WI","43.687402","-88.422045","0.067","2014-09-26 10:00"
"","Wisconsin","Forest","","","45.563","-88.8088","0.061","2014-05-18 10:00"
"","Wisconsin","Jefferson","","Watertown-Fort Atkinson, WI","43.0034","-88.8283","0.071","2014-06-06 11:00"
"CHIWAUKEE PRAIRIE-STATELINE","Wisconsin","Kenosha","Pleasant Prairie","Chicago-Naperville-Joliet, IL-IN-WI","42.504722","-87.8093","0.076","2014-05-26 13:00"
"","Wisconsin","Kenosha","Kenosha","Chicago-Naperville-Joliet, IL-IN-WI","42.596","-87.886","0.07","2014-07-21 11:00"
"JUMBOS DRIVE-IN PROPERTY, SOUTH END OF KEWAUNEE, 250' EAST OF HWY 42","Wisconsin","Kewaunee","Kewaunee","Green Bay, WI","44.44312","-87.50524","0.065","2014-06-01 19:00"
"LACROSSE - DOT BUILDING","Wisconsin","La Crosse","La Crosse","La Crosse, WI-MN","43.7775","-91.2269","0.063","2014-05-30 11:00"
"MANITOWOC/WOODLAND DUNES","Wisconsin","Manitowoc","","Manitowoc, WI","44.138619","-87.6161","0.066","2014-07-20 13:00"
"LAKE DUBAY","Wisconsin","Marathon","","Wausau, WI","44.70735","-89.77183","0.064","2014-05-18 11:00"
"HEALTH CENTER","Wisconsin","Milwaukee","Milwaukee","Milwaukee-Waukesha-West Allis, WI","43.016667","-87.933333","0.062","2014-06-16 13:00"
"DNR SER HQRS SITE","Wisconsin","Milwaukee","Milwaukee","Milwaukee-Waukesha-West Allis, WI","43.060975","-87.913504","0.068","2014-06-16 14:00"
"BAYSIDE","Wisconsin","Milwaukee","Bayside","Milwaukee-Waukesha-West Allis, WI","43.181","-87.9","0.069","2014-07-19 11:00"
"APPLETON AAL","Wisconsin","Outagamie","Appleton","Appleton, WI","44.30738","-88.395134","0.07","2014-09-26 09:00"
"","Wisconsin","Ozaukee","","Milwaukee-Waukesha-West Allis, WI","43.343","-87.92","0.074","2014-05-31 13:00"
"HARRINGTON BEACH PARK","Wisconsin","Ozaukee","","Milwaukee-Waukesha-West Allis, WI","43.49806","-87.81","0.07","2014-05-31 13:00"
"","Wisconsin","Rock","Beloit","Janesville, WI","42.51831","-89.06347","0.072","2014-05-30 10:00"
"DEVILS LAKE PARK","Wisconsin","Sauk","","Baraboo, WI","43.4351","-89.6797","0.064","2014-05-18 10:00"
"SHEBOYGAN KOHLER ANDRAE","Wisconsin","Sheboygan","","Sheboygan, WI","43.679","-87.716","0.072","2014-07-19 12:00"
"","Wisconsin","Sheboygan","","Sheboygan, WI","43.81523","-87.79194","0.068","2014-06-01 11:00"
"Perkinstown","Wisconsin","Taylor","","","45.2066","-90.5969","0.062","2014-05-30 11:00"
"TROUT LAKE","Wisconsin","Vilas","","","46.052","-89.653","0.061","2014-09-26 10:00"
"LAKE GENEVA","Wisconsin","Walworth","","Whitewater, WI","42.580009","-88.499046","0.073","2014-06-06 11:00"
"CLEVELAND SITE","Wisconsin","Waukesha","Waukesha","Milwaukee-Waukesha-West Allis, WI","43.020075","-88.21507","0.067","2014-06-14 13:00"
"Centennial","Wyoming","Albany","","Laramie, WY","41.3642","-106.2399","0.066","2014-06-02 00:00"
"Basin","Wyoming","Big Horn","","","44.28","-108.041111","0.056","2014-04-21 10:00"
"","Wyoming","Big Horn","Lovell","","44.8357","-108.386","0.049","2014-08-09 11:00"
"Thunder Basin","Wyoming","Campbell","","Gillette, WY","44.6522","-105.2903","0.058","2014-07-19 09:00"
"Campbell County","Wyoming","Campbell","","Gillette, WY","44.146964","-105.529994","0.059","2014-06-05 09:00"
"","Wyoming","Carbon","","","41.386944","-107.616667","0.062","2014-07-18 11:00"
"Sinclair-Mobile #2","Wyoming","Carbon","Sinclair","","41.783389","-107.119184","0.06","2014-06-13 10:00"
"Tallgrass Energy Partners - Gaseous","Wyoming","Converse","","","42.796372","-105.361822","0.058","2014-06-13 11:00"
"Converse County - Mobile #2","Wyoming","Converse","","","42.766972","-105.303528","0.059","2014-06-29 11:00"
"South Pass","Wyoming","Fremont","","Riverton, WY","42.529999","-108.720003","0.065","2014-04-21 10:00"
"","Wyoming","Fremont","","Riverton, WY","43.081667","-107.549444","0.058","2014-04-20 09:00"
"W1-SAND DRAW-01","Wyoming","Fremont","Riverton","Riverton, WY","42.994444","-108.370278","0.059","2014-09-02 10:00"
"Cheyenne NCore","Wyoming","Laramie","","Cheyenne, WY","41.182227","-104.778334","0.065","2014-05-04 09:00"
"Casper Gaseous","Wyoming","Natrona","Casper","Casper, WY","42.82231","-106.36501","0.061","2014-07-23 09:00"
"","Wyoming","Natrona","Brookhurst","Casper, WY","42.8608","-106.23586","0.058","2014-08-23 09:00"
"","Wyoming","Sheridan","","Sheridan, WY","44.933611","-106.847222","0.055","2014-04-20 11:00"
"Boulder","Wyoming","Sublette","","","42.719","-109.753","0.06","2014-05-03 11:00"
"Daniel South","Wyoming","Sublette","","","42.7907","-110.0551","0.062","2014-05-03 11:00"
"Pinedale Gaseous","Wyoming","Sublette","","","42.869824","-109.87076","0.057","2014-02-26 12:00"
"Big Piney Site #3","Wyoming","Sublette","","","42.486361","-110.098861","0.06","2014-05-03 10:00"
"Juel Spring","Wyoming","Sublette","","","42.373499","-109.560498","0.062","2014-07-18 09:00"
"Pinedale","Wyoming","Sublette","","","42.9288","-109.788","0.062","2014-04-30 12:00"
"Hiawatha","Wyoming","Sweetwater","","Rock Springs, WY","41.158","-108.619","0.062","2014-05-07 10:00"
"Wamsutter","Wyoming","Sweetwater","","Rock Springs, WY","41.677453","-108.024575","0.06","2014-06-05 09:00"
"Moxa","Wyoming","Sweetwater","","Rock Springs, WY","41.750556","-109.788333","0.063","2014-08-24 10:00"
"Grand Teton NP - Science School","Wyoming","Teton","","Jackson, WY-ID","43.670833","-110.599472","0.06","2014-06-29 15:00"
"Yellowstone National Park, Water Tank","Wyoming","Teton","","Jackson, WY-ID","44.56536","-110.40034","0.061","2014-04-20 00:00"
"Murphy Ridge","Wyoming","Uinta","","Evanston, WY","41.373097","-111.042376","0.059","2014-04-21 11:00"
"","Wyoming","Weston","","","43.873056","-104.191944","0.058","2014-04-22 17:00"
"","Puerto Rico","Bayamon","Bayamon","San Juan-Caguas-Guaynabo, PR","18.420089","-66.150615","0.02","2014-08-23 04:00"
"","Puerto Rico","Catano","Catano","San Juan-Caguas-Guaynabo, PR","18.440774","-66.126531","0.019","2014-09-24 07:00"
"","Puerto Rico","Juncos","","San Juan-Caguas-Guaynabo, PR","18.177939","-65.915482","0.033","2014-03-04 09:00"
